param_info,stimuli_sequence,trial_number,test_type,fam_duration,mean_sample
v_1_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BBBBBBBBD,9,nov,8,49.8675
v_1_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BBBBBBBD,8,nov,7,55.43
v_1_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BBBBBBD,7,nov,6,54.5575
v_1_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BBBBBD,6,nov,5,52.3225
v_1_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BBBBD,5,nov,4,42.975
v_1_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BBBD,4,nov,3,52.6275
v_1_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BBD,3,nov,2,42.345
v_1_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BD,2,nov,1,46.385
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,B,1,fam,0,20.2575
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BB,2,fam,1,16.3375
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBB,3,fam,2,12.585
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBB,4,fam,3,10.0125
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBB,5,fam,4,9.2
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBB,6,fam,5,7.5775
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBB,7,fam,6,6.6375
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBB,8,fam,7,5.735
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBBB,9,fam,8,5.5075
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBBBB,10,fam,9,5.2425
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBBBD,10,nov,9,18.3075
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBBD,9,nov,8,19.735
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBD,8,nov,7,19.92
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBD,7,nov,6,21.165
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBD,6,nov,5,22.6475
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBD,5,nov,4,22.7025
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBD,4,nov,3,23.715
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBD,3,nov,2,23.7925
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BD,2,nov,1,20.8325
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_0.5,B,1,fam,0,21.93
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_0.5,BB,2,fam,1,18.1825
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_0.5,BBB,3,fam,2,14.5225
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_0.5,BBBB,4,fam,3,11.375
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBB,5,fam,4,9.771052631578947
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBBB,6,fam,5,8.3175
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBBBB,7,fam,6,7.415
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBBBBB,8,fam,7,6.695
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBBBBBB,9,fam,8,5.625
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBBBBBBB,10,fam,9,5.46
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBBBBBBD,10,nov,9,23.8
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBBBBBD,9,nov,8,22.6
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBBBBD,8,nov,7,21.97
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBBBD,7,nov,6,24.01
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBBD,6,nov,5,24.3675
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBD,5,nov,4,22.77
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_0.5,BBBD,4,nov,3,24.5375
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_0.5,BBD,3,nov,2,27.14
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_0.5,BD,2,nov,1,25.325
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_1,B,1,fam,0,23.4525
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_1,BB,2,fam,1,18.79
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_1,BBB,3,fam,2,15.565
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_1,BBBB,4,fam,3,12.2875
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_1,BBBBB,5,fam,4,11.1675
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_1,BBBBBB,6,fam,5,8.89
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_1,BBBBBBB,7,fam,6,7.385
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_1,BBBBBBBB,8,fam,7,6.42
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_1,BBBBBBBBB,9,fam,8,6.1675
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_1,BBBBBBBBBB,10,fam,9,5.675
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_1,BBBBBBBBBD,10,nov,9,22.525
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_1,BBBBBBBBD,9,nov,8,23.855263157894736
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_1,BBBBBBBD,8,nov,7,25.1375
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_1,BBBBBBD,7,nov,6,24.925
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_1,BBBBBD,6,nov,5,24.8475
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_1,BBBBD,5,nov,4,23.0225
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_1,BBBD,4,nov,3,26.31
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_1,BBD,3,nov,2,27.7425
v_1_ap_1_bp_1_weig_1e-04_sd_epsilon_1,BD,2,nov,1,25.96
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,B,1,fam,0,37.47
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BB,2,fam,1,34.2125
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBB,3,fam,2,32.3575
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBB,4,fam,3,26.52
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBBB,5,fam,4,23.2525
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBB,6,fam,5,21.205
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBB,7,fam,6,18.9475
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBB,8,fam,7,17.295
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBBB,9,fam,8,15.8625
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBBBB,10,fam,9,14.5525
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBBBD,10,nov,9,42.5275
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBBD,9,nov,8,43.99
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBD,8,nov,7,40.8875
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBD,7,nov,6,44.2325
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBD,6,nov,5,38.1925
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBBD,5,nov,4,47.46
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBD,4,nov,3,43.73684210526316
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBD,3,nov,2,44.7775
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BD,2,nov,1,45.19
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_0.5,B,1,fam,0,39.4725
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_0.5,BB,2,fam,1,36.3
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_0.5,BBB,3,fam,2,32.14
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_0.5,BBBB,4,fam,3,29.07
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_0.5,BBBBB,5,fam,4,27.09
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_0.5,BBBBBB,6,fam,5,23.75
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_0.5,BBBBBBB,7,fam,6,21.3425
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_0.5,BBBBBBBB,8,fam,7,18.635
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_0.5,BBBBBBBBB,9,fam,8,17.3375
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_0.5,BBBBBBBBBB,10,fam,9,14.8375
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_0.5,BBBBBBBBBD,10,nov,9,51.16842105263158
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_0.5,BBBBBBBBD,9,nov,8,43.9125
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_0.5,BBBBBBBD,8,nov,7,50.33
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_0.5,BBBBBBD,7,nov,6,46.0475
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_0.5,BBBBBD,6,nov,5,48.14
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_0.5,BBBBD,5,nov,4,54.09
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_0.5,BBBD,4,nov,3,52.285
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_0.5,BBD,3,nov,2,47.5025
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_0.5,BD,2,nov,1,46.1675
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_1,B,1,fam,0,41.255
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_1,BB,2,fam,1,36.88
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_1,BBB,3,fam,2,33.7325
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_1,BBBB,4,fam,3,29.6125
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_1,BBBBB,5,fam,4,25.8425
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_1,BBBBBB,6,fam,5,24.445
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_1,BBBBBBB,7,fam,6,20.3775
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_1,BBBBBBBB,8,fam,7,20.8325
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_1,BBBBBBBBB,9,fam,8,17.94
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_1,BBBBBBBBBB,10,fam,9,15.7775
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_1,BBBBBBBBBD,10,nov,9,52.345
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_1,BBBBBBBBD,9,nov,8,45.65
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_1,BBBBBBBD,8,nov,7,51.175
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_1,BBBBBBD,7,nov,6,51.695
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_1,BBBBBD,6,nov,5,44.67894736842105
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_1,BBBBD,5,nov,4,54.9775
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_1,BBBD,4,nov,3,47.165
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_1,BBD,3,nov,2,53.225
v_1_ap_1_bp_1_weig_1e-05_sd_epsilon_1,BD,2,nov,1,46.015
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,B,1,fam,0,18.455
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BB,2,fam,1,16
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBB,3,fam,2,12.105
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBB,4,fam,3,9.715
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBBB,5,fam,4,8.27
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBB,6,fam,5,7.04
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBB,7,fam,6,6.0725
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBB,8,fam,7,5.831578947368421
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBBB,9,fam,8,4.71
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBBBB,10,fam,9,4.405
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBBBD,10,nov,9,15.845
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBBD,9,nov,8,17.6975
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBD,8,nov,7,15.7875
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBD,7,nov,6,18.6775
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBD,6,nov,5,20.7875
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBBD,5,nov,4,21.4225
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBD,4,nov,3,23.045
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBD,3,nov,2,21.9075
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BD,2,nov,1,21.1975
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,B,1,fam,0,21.957894736842107
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BB,2,fam,1,17.7125
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BBB,3,fam,2,14.3775
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BBBB,4,fam,3,12.0575
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBB,5,fam,4,9.6225
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBBB,6,fam,5,8.115
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBBBB,7,fam,6,7.3225
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBBBBB,8,fam,7,6.3175
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBBBBBB,9,fam,8,5.9475
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBBBBBBB,10,fam,9,5.418421052631579
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBBBBBBD,10,nov,9,20.1825
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBBBBBD,9,nov,8,16.65
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBBBBD,8,nov,7,22.7925
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBBBD,7,nov,6,25.4425
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBBD,6,nov,5,25.9825
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBD,5,nov,4,26.245
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BBBD,4,nov,3,21.6375
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BBD,3,nov,2,24.44
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BD,2,nov,1,24.5925
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_1,B,1,fam,0,23.4025
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BB,2,fam,1,19.6975
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBB,3,fam,2,14.795
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBB,4,fam,3,12.5475
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBBB,5,fam,4,9.99736842105263
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBBBB,6,fam,5,8.5975
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBBBBB,7,fam,6,7.6725
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBBBBBB,8,fam,7,6.46
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBBBBBBB,9,fam,8,5.47
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBBBBBBBB,10,fam,9,5.6625
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBBBBBBBD,10,nov,9,22.485
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBBBBBBD,9,nov,8,24.545
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBBBBBD,8,nov,7,26.885
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBBBBD,7,nov,6,25.965
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBBBD,6,nov,5,26.2625
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBBD,5,nov,4,25.4
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBD,4,nov,3,28.21
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBD,3,nov,2,26.61
v_1_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BD,2,nov,1,26.66
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,B,1,fam,0,40.5675
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BB,2,fam,1,35.785
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBB,3,fam,2,28.6825
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBB,4,fam,3,26.7325
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBB,5,fam,4,24.83
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBB,6,fam,5,22.73
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBB,7,fam,6,18.53
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBB,8,fam,7,15.15
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBBB,9,fam,8,16.0425
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBBBB,10,fam,9,13.9275
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBBBD,10,nov,9,40.23
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBBD,9,nov,8,41.925
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBD,8,nov,7,43.0075
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBD,7,nov,6,44.5475
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBD,6,nov,5,49.715
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBD,5,nov,4,43.645
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBD,4,nov,3,46.8875
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBD,3,nov,2,45.825
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BD,2,nov,1,47.21
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_0.5,B,1,fam,0,39.3875
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_0.5,BB,2,fam,1,35.8525
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_0.5,BBB,3,fam,2,31.515
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_0.5,BBBB,4,fam,3,28.2375
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_0.5,BBBBB,5,fam,4,25.955
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_0.5,BBBBBB,6,fam,5,22.2575
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_0.5,BBBBBBB,7,fam,6,19.8775
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_0.5,BBBBBBBB,8,fam,7,18.5125
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_0.5,BBBBBBBBB,9,fam,8,16.265
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_0.5,BBBBBBBBBB,10,fam,9,14.8425
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_0.5,BBBBBBBBBD,10,nov,9,46.03
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_0.5,BBBBBBBBD,9,nov,8,51.2675
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_0.5,BBBBBBBD,8,nov,7,39.7225
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_0.5,BBBBBBD,7,nov,6,48.7075
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_0.5,BBBBBD,6,nov,5,53.9225
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_0.5,BBBBD,5,nov,4,50.9925
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_0.5,BBBD,4,nov,3,46.4225
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_0.5,BBD,3,nov,2,46.9125
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_0.5,BD,2,nov,1,47.6175
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_1,B,1,fam,0,41.4875
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_1,BB,2,fam,1,35.9925
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_1,BBB,3,fam,2,34.29
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_1,BBBB,4,fam,3,30.045
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_1,BBBBB,5,fam,4,25.93
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_1,BBBBBB,6,fam,5,22.1775
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_1,BBBBBBB,7,fam,6,20.84
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_1,BBBBBBBB,8,fam,7,19.645
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_1,BBBBBBBBB,9,fam,8,18.2425
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_1,BBBBBBBBBB,10,fam,9,16.755
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_1,BBBBBBBBBD,10,nov,9,38.525
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_1,BBBBBBBBD,9,nov,8,50.82368421052632
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_1,BBBBBBBD,8,nov,7,52.23
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_1,BBBBBBD,7,nov,6,55.7
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_1,BBBBBD,6,nov,5,53.6375
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_1,BBBBD,5,nov,4,52.43
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_1,BBBD,4,nov,3,43.2
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_1,BBD,3,nov,2,51.425
v_1_ap_1_bp_10_weig_1e-05_sd_epsilon_1,BD,2,nov,1,47.7525
v_1_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,B,1,fam,0,20.7175
v_1_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BB,2,fam,1,18.82
v_1_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBB,3,fam,2,13.6925
v_1_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBB,4,fam,3,11.9275
v_1_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBBB,5,fam,4,10.8075
v_1_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBB,6,fam,5,8.245
v_1_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBB,7,fam,6,7.665
v_1_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBB,8,fam,7,7.33
v_1_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBBB,9,fam,8,6.235
v_1_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBBBB,10,fam,9,4.5875
v_1_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBBBD,10,nov,9,16.79
v_1_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBBD,9,nov,8,20.205
v_1_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBD,8,nov,7,19.585
v_1_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBD,7,nov,6,23.4975
v_1_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBD,6,nov,5,24.845
v_1_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBBD,5,nov,4,26.155
v_1_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBD,4,nov,3,25.25
v_1_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBD,3,nov,2,24.9
v_1_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BD,2,nov,1,22.0375
v_1_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.5,B,1,fam,0,25.715
v_1_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.5,BB,2,fam,1,21.6025
v_1_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.5,BBB,3,fam,2,15.9
v_1_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.5,BBBB,4,fam,3,11.9025
